image,split,mean_r,mean_g,mean_b,lbp_mean,label
image_1000.jpg,training,28.816246811224488,88.77182318239795,167.2166972257653,5.707908163265306,1
image_1001.jpg,training,35.61471619897959,65.62541852678571,130.36856265943877,5.808175223214286,1
image_1002.jpg,training,33.60132334183673,91.71460459183673,170.01088169642858,5.690489477040816,1
image_1003.jpg,training,28.09994818239796,72.71037946428571,193.54167330994898,5.556102519132653,1
image_1004.jpg,training,54.32651068239796,79.05863360969387,208.71968670280611,5.531588807397959,1
image_1032.jpg,training,39.23929767219388,86.77375637755102,188.35036670918367,5.627212213010204,1
image_1033.jpg,training,36.985670440051024,74.63580197704081,196.33615672831633,5.680245535714286,1
image_1080.jpg,training,33.975306919642854,58.792071906887756,124.3828125,5.754185267857143,1
image_1081.jpg,training,31.677475286989797,87.79087611607143,184.36770567602042,5.662149234693878,1
image_110.jpg,training,53.17227359693877,76.63434709821429,157.55668048469389,5.619100765306122,1
image_111.jpg,training,54.103097098214285,82.6968072385204,207.8222058354592,5.673967633928571,1
image_1112.jpg,training,31.016222895408163,75.25687579719387,189.4381178252551,5.457609215561225,1
image_1113.jpg,training,36.480448820153065,61.94192442602041,122.6181640625,5.812838807397959,1
image_112.jpg,training,37.42972735969388,70.08595742984694,132.64564732142858,5.746133609693878,1
image_113.jpg,training,34.72801737882653,63.89405293367347,126.83719308035714,5.812420280612245,1
image_114.jpg,training,32.48862005739796,76.47078284438776,165.57830436862244,5.747189891581633,1
image_115.jpg,training,46.81293845663265,75.36160714285714,182.5070950255102,5.552634725765306,1
image_1201.jpg,training,41.36786511479592,82.83203125,181.20103236607142,5.702925701530612,1
image_1202.jpg,training,40.77252072704081,76.45525749362245,159.4587252869898,5.679886798469388,1
image_1226.jpg,training,75.63155691964286,119.57838408801021,191.5548469387755,5.39453125,1
image_1227.jpg,training,31.98991549744898,69.0307916135204,142.3181999362245,5.756816007653061,1
image_1230.jpg,training,41.733518016581634,92.72771843112245,182.71328922193877,5.632852359693878,1
image_1231.jpg,training,42.495774872448976,77.95324457908163,142.5801777742347,5.800581951530612,1
image_1232.jpg,training,24.104571906887756,72.32451769770408,166.62159199617346,5.691984215561225,1
image_1233.jpg,training,32.15804368622449,86.2051777742347,194.3288026147959,5.754264987244898,1
image_1234.jpg,training,26.216936383928573,96.25866948341837,190.88058035714286,5.293407206632653,1
image_1246.jpg,training,24.53095105229592,76.26915258290816,168.40834263392858,5.545479910714286,1
image_1247.jpg,training,46.04237085459184,69.49677136479592,118.91280691964286,5.6928611288265305,1
image_1270.jpg,training,47.93100286989796,102.84151785714286,161.8497688137755,5.8520607461734695,1
image_1271.jpg,training,59.89492984693877,83.49800701530613,185.55235570790816,5.520746970663265,1
image_1317.jpg,training,33.94413663903061,81.18576610331633,190.84819435586735,5.612743144132653,1
